"cntry","ppltrst","pplfair","pplhlp","trstprl","trstplc","netusoft","vote","polintr"
"IE",7,7,7,7,8,4,1,1
"IE",7,8,7,6,9,5,1,2
"IE",5,5,4,7,8,2,1,3
"IE",3,8,8,6,4,5,1,2
"IE",9,8,1,0,0,1,1,4
"IE",9,9,5,6,9,5,1,2
"IE",0,7,8,NA,NA,5,3,3
"IE",9,8,8,5,8,5,1,3
"IE",5,7,5,6,5,5,1,3
"IE",8,8,7,6,5,5,1,2
"IE",10,8,7,4,8,1,1,2
"IE",2,9,9,6,8,5,1,3
"IE",5,5,3,3,5,5,2,4
"IE",5,5,5,5,9,3,2,4
"IE",7,6,6,6,7,5,1,2
"IE",8,8,8,7,5,5,1,3
"IE",3,7,6,4,6,5,1,3
"IE",1,1,5,6,5,5,3,2
"IE",5,5,7,3,7,4,1,3
"IE",6,7,8,7,8,4,1,2
"IE",7,7,6,5,7,5,3,4
"IE",6,6,5,8,8,3,1,4
"IE",0,3,3,2,3,5,1,2
"IE",6,4,7,4,7,4,1,3
"IE",1,2,2,0,0,5,2,4
"IE",8,8,8,10,10,5,1,1
"IE",3,7,7,1,6,5,2,1
"IE",8,7,5,3,3,5,3,4
"IE",5,6,5,5,10,5,1,3
"IE",5,5,5,1,5,5,1,3
"IE",5,7,4,6,9,5,3,2
"IE",3,8,5,0,7,5,1,3
"IE",7,4,7,7,7,1,1,3
"IE",8,7,7,8,6,5,1,2
"IE",7,7,4,3,6,5,1,2
"IE",4,4,7,7,7,5,3,3
"IE",6,10,10,4,6,5,1,3
"IE",7,8,8,7,10,1,1,4
"IE",7,6,5,6,9,5,1,1
"IE",6,6,6,5,8,1,1,2
"IE",0,5,8,8,8,3,1,2
"IE",2,7,8,9,10,1,1,1
"IE",1,6,2,6,10,1,1,2
"IE",8,9,9,3,8,5,1,4
"IE",8,8,9,7,7,5,1,3
"IE",8,9,8,6,8,5,1,3
"IE",6,6,6,7,7,2,1,4
"IE",7,6,7,8,7,5,1,4
"IE",7,8,4,8,6,5,1,1
"IE",9,9,10,NA,8,5,2,2
"IE",8,9,8,0,4,5,1,4
"IE",7,7,6,7,8,5,1,2
"IE",7,3,4,5,8,5,3,3
"IE",0,5,5,5,5,3,1,2
"IE",5,5,6,4,10,5,3,3
"IE",8,8,6,2,7,5,1,4
"IE",7,7,7,5,5,5,1,2
"IE",0,0,1,0,1,4,2,4
"IE",0,2,2,6,8,5,1,2
"IE",8,3,8,7,6,5,1,4
"IE",8,8,8,4,8,5,1,4
"IE",5,7,7,3,3,5,1,3
"IE",7,7,7,NA,9,5,3,4
"IE",8,NA,9,6,7,4,1,2
"IE",1,9,7,4,4,4,1,2
"IE",3,2,2,7,9,5,1,2
"IE",8,8,9,5,3,1,1,3
"IE",7,10,9,6,9,5,2,4
"IE",7,7,7,6,4,5,1,2
"IE",8,8,8,6,6,1,1,2
"IE",5,5,8,2,6,5,2,4
"IE",7,6,5,5,5,5,1,2
"IE",8,8,8,5,7,5,1,3
"IE",8,7,8,5,7,1,1,3
"IE",8,8,9,9,8,2,2,2
"IE",7,7,6,4,8,5,1,2
"IE",8,5,7,2,6,4,1,4
"IE",3,4,4,5,5,5,3,4
"IE",5,7,7,5,8,5,1,2
"IE",0,10,6,5,8,5,1,1
"IE",8,6,7,4,2,4,1,2
"IE",7,7,7,6,9,5,2,3
"IE",6,6,5,5,5,5,1,3
"IE",4,4,3,4,7,1,1,2
"IE",8,6,7,8,4,5,1,2
"IE",0,4,7,5,9,1,1,1
"IE",2,8,6,7,7,5,1,2
"IE",7,5,6,7,7,5,1,3
"IE",8,9,7,0,4,5,1,4
"IE",8,3,8,6,8,2,1,4
"IE",5,6,5,7,8,5,1,1
"IE",9,8,9,8,8,5,1,2
"IE",2,8,3,3,9,5,1,1
"IE",1,6,3,0,6,2,1,2
"IE",8,9,8,8,8,5,1,4
"IE",5,8,6,4,10,5,1,3
"IE",8,8,8,7,7,5,1,1
"IE",7,5,6,5,8,5,1,3
"IE",6,7,7,7,7,2,1,3
"IE",7,7,7,5,5,1,1,1
"IE",5,5,6,5,6,3,1,4
"IE",7,6,6,7,8,5,1,2
"IE",5,6,8,4,10,4,1,4
"IE",0,7,5,5,8,5,1,2
"IE",8,6,8,6,8,5,1,3
"IE",7,8,8,6,7,5,1,1
"IE",4,7,7,7,10,5,1,2
"IE",5,5,5,5,8,5,1,2
"IE",4,6,4,5,3,5,3,3
"IE",7,7,8,6,9,5,1,2
"IE",7,7,7,2,5,5,1,3
"IE",5,3,9,5,8,4,1,2
"IE",1,6,8,8,8,1,1,2
"IE",6,7,9,8,9,4,2,1
"IE",5,7,7,7,7,5,1,2
"IE",1,1,1,8,9,1,2,4
"IE",6,7,5,8,6,5,1,3
"IE",8,9,9,7,8,5,1,3
"IE",8,8,8,7,8,5,NA,2
"IE",4,8,2,10,9,5,2,4
"IE",7,8,6,5,7,5,1,3
"IE",6,6,8,6,8,5,1,1
"IE",5,6,7,8,8,5,1,2
"IE",8,9,6,5,8,4,1,2
"IE",5,5,5,NA,8,5,3,4
"IE",6,5,4,NA,5,5,3,2
"IE",1,1,4,0,5,5,2,4
"IE",3,4,5,3,8,5,2,3
"IE",6,2,4,1,6,5,1,4
"IE",2,8,7,5,5,5,1,2
"IE",8,8,8,9,6,5,1,2
"IE",1,8,2,8,6,2,2,1
"IE",7,6,6,8,9,3,1,4
"IE",7,8,3,7,10,5,3,4
"IE",7,6,7,5,7,1,2,4
"IE",5,8,8,8,8,5,1,4
"IE",8,9,6,8,8,4,1,2
"IE",5,5,3,4,7,2,1,2
"IE",6,5,4,NA,8,5,2,4
"IE",8,8,8,8,9,2,1,3
"IE",6,7,7,8,0,5,1,3
"IE",6,6,6,2,5,4,2,3
"IE",8,8,9,7,4,5,1,1
"IE",5,7,5,3,4,2,1,3
"IE",8,6,6,4,8,2,1,2
"IE",5,5,5,1,5,4,1,2
"IE",6,4,5,5,4,5,3,1
"IE",10,5,8,8,8,5,3,2
"IE",4,4,5,6,7,1,2,3
"IE",7,7,7,4,6,5,2,4
"IE",7,8,8,7,8,5,1,2
"IE",10,10,10,7,10,5,3,2
"IE",2,3,4,3,7,5,1,2
"IE",0,4,4,7,8,1,1,2
"IE",7,7,7,8,8,5,1,2
"IE",8,8,8,6,6,5,1,4
"IE",5,2,5,5,10,5,1,4
"IE",7,7,7,7,7,4,1,4
"IE",6,5,4,6,8,5,1,3
"IE",0,0,0,9,10,5,2,4
"IE",8,8,8,5,5,5,2,4
"IE",7,8,8,5,7,3,1,2
"IE",6,5,6,9,9,3,2,2
"IE",8,8,7,4,6,5,3,3
"IE",5,5,5,7,7,1,1,2
"IE",5,4,4,5,6,5,3,4
"IE",6,8,7,4,6,5,2,4
"IE",6,6,4,2,3,2,1,4
"IE",8,8,9,7,7,5,1,2
"IE",2,5,6,2,2,4,1,4
"IE",6,7,8,6,5,5,2,2
"IE",3,8,5,5,6,5,1,2
"IE",9,9,8,7,5,5,3,2
"IE",7,6,6,8,8,5,1,1
"IE",0,NA,NA,NA,5,5,2,4
"IE",0,0,7,0,0,5,1,4
"IE",7,4,8,3,3,5,1,1
"IE",7,8,8,7,6,5,1,1
"IE",6,6,4,6,5,4,1,2
"IE",7,8,8,8,7,5,1,2
"IE",8,8,8,10,10,2,1,2
"IE",2,10,10,5,7,5,2,NA
"IE",0,5,7,6,9,1,1,2
"IE",8,9,7,10,10,5,1,3
"IE",6,8,10,6,8,5,1,4
"IE",8,8,8,4,7,5,1,2
"IE",5,3,2,5,2,2,1,3
"IE",6,8,9,5,3,3,1,1
"IE",6,7,3,4,6,5,2,2
"IE",8,10,10,7,10,2,1,3
"IE",7,4,9,7,10,5,1,4
"IE",7,2,3,4,3,5,1,3
"IE",8,7,8,4,5,5,1,4
"IE",5,6,6,3,1,5,1,3
"IE",9,9,9,3,4,5,2,2
"IE",4,3,7,NA,NA,5,3,4
"IE",6,5,5,3,6,5,2,4
"IE",3,7,7,5,8,2,1,2
"IE",7,7,5,5,5,4,1,3
"IE",2,2,5,6,7,5,1,2
"IE",3,7,4,8,8,5,1,4
"IE",5,5,5,2,0,5,2,4
"IE",10,6,6,3,5,5,1,2
"IE",7,8,7,5,8,5,1,1
"IE",5,6,4,7,7,5,3,1
"IE",4,6,6,5,7,4,1,2
"IE",0,7,6,6,8,1,1,2
"IE",8,8,9,8,8,5,1,2
"IE",2,8,4,10,9,5,2,2
"IE",10,10,10,NA,NA,5,3,3
"IE",9,9,9,7,9,5,2,1
"IE",4,5,3,2,8,2,2,3
"IE",7,7,9,7,8,5,3,2
"IE",5,7,7,5,6,5,1,2
"IE",5,6,7,5,6,3,3,3
"IE",6,6,6,8,9,5,1,2
"IE",5,6,7,8,8,5,1,3
"IE",5,5,4,5,7,5,1,2
"IE",1,6,9,5,3,1,2,4
"IE",4,10,2,3,3,5,2,3
"IE",5,5,5,5,7,4,1,1
"IE",7,7,7,3,5,5,1,4
"IE",9,10,8,8,7,5,2,2
"IE",7,8,6,1,4,3,1,3
"IE",8,8,9,4,6,5,2,2
"IE",7,6,7,6,8,5,2,3
"IE",8,8,8,8,9,5,3,4
"IE",8,8,8,5,7,5,1,4
"IE",7,8,8,2,0,5,1,3
"IE",5,6,8,5,8,5,1,3
"IE",5,6,6,7,7,5,1,2
"IE",5,7,7,6,6,5,1,1
"IE",5,8,6,3,5,5,1,4
"IE",0,2,7,8,7,1,1,3
"IE",0,6,8,8,6,5,2,3
"IE",5,1,5,3,5,5,1,2
"IE",7,7,7,NA,8,5,3,4
"IE",8,8,7,3,4,1,1,4
"IE",5,7,7,0,8,1,2,4
"IE",7,6,7,7,8,5,1,2
"IE",9,9,9,8,8,4,1,4
"IE",5,6,3,7,7,5,2,3
"IE",8,8,9,8,9,5,1,2
"IE",0,0,6,3,1,5,2,1
"IE",6,8,10,8,8,5,1,2
"IE",10,10,10,4,5,2,1,3
"IE",2,2,7,0,5,1,3,4
"IE",9,9,7,5,8,4,1,4
"IE",7,7,5,7,7,4,1,3
"IE",2,4,5,5,5,5,3,2
"IE",6,8,7,0,8,1,2,2
"IE",2,4,1,1,9,5,2,2
"IE",7,9,9,8,8,5,3,4
"IE",7,6,8,8,8,5,1,3
"IE",2,6,7,6,8,1,1,2
"IE",0,5,5,7,8,1,1,3
"IE",4,5,7,7,9,5,1,2
"IE",5,7,5,0,1,5,1,2
"IE",6,7,8,3,8,5,1,3
"IE",0,0,0,0,10,1,1,4
"IE",6,6,6,7,7,5,1,4
"IE",8,7,8,7,8,5,1,2
"IE",7,7,9,10,10,5,3,3
"IE",3,3,3,4,6,5,1,4
"IE",7,8,9,7,8,5,1,3
"IE",8,7,6,7,10,5,1,4
"IE",6,6,10,5,10,5,2,4
"IE",8,8,8,3,4,5,1,2
"IE",7,7,7,7,8,5,1,2
"IE",2,6,5,3,6,5,1,2
"IE",5,7,3,6,5,5,1,2
"IE",1,6,4,7,4,5,1,1
"IE",8,8,8,7,7,5,1,1
"IE",6,7,8,6,6,4,1,3
"IE",8,8,8,6,6,5,1,3
"IE",7,3,7,6,9,1,1,2
"IE",8,9,9,8,9,4,1,3
"IE",8,8,8,6,5,1,1,4
"IE",5,5,8,3,7,1,2,3
"IE",2,3,4,0,5,5,2,4
"IE",4,4,6,0,6,5,1,3
"IE",2,7,5,NA,4,5,3,3
"IE",6,6,6,5,6,5,1,2
"IE",8,8,3,7,10,1,1,2
"IE",7,3,9,3,4,2,1,2
"IE",9,5,5,4,9,2,1,4
"IE",10,8,10,6,8,4,1,2
"IE",7,6,7,4,7,5,1,3
"IE",4,3,3,4,2,5,2,3
"IE",8,10,10,8,8,5,1,2
"IE",5,6,2,NA,4,5,2,3
"IE",5,5,6,6,7,5,1,3
"IE",8,8,8,7,8,1,1,3
"IE",5,6,8,2,5,1,1,1
"IE",7,7,8,5,6,5,1,1
"IE",7,7,7,7,10,5,1,2
"IE",8,8,8,5,5,1,1,2
"IE",5,5,6,7,7,3,1,2
"IE",8,5,8,2,7,5,2,4
"IE",3,6,5,4,8,4,1,2
"IE",0,10,6,7,7,1,2,3
"IE",8,9,7,3,8,5,2,4
"IE",9,9,9,2,8,5,1,4
"IE",6,6,7,7,7,5,2,2
"IE",5,10,8,0,9,1,1,1
"IE",7,8,6,5,7,5,2,3
"IE",10,9,1,9,8,4,1,3
"IE",5,8,8,7,5,5,1,1
"IE",6,4,5,3,2,2,2,4
"IE",8,8,7,NA,7,5,3,2
"IE",5,4,5,0,7,5,1,4
"IE",5,7,6,3,8,4,2,4
"IE",2,10,10,7,10,4,1,2
"IE",8,9,8,9,8,5,1,2
"IE",5,10,7,5,6,5,2,2
"IE",2,3,7,0,0,5,1,4
"IE",2,5,3,5,5,5,1,1
"IE",0,7,8,0,6,1,1,2
"IE",4,6,6,3,6,4,1,2
"IE",8,8,6,6,8,5,1,3
"IE",9,10,9,8,8,5,1,1
"IE",1,3,5,0,2,4,1,NA
"IE",7,8,8,6,6,4,1,2
"IE",5,6,5,6,7,5,1,3
"IE",2,5,3,0,8,1,1,4
"IE",8,4,4,6,8,5,1,4
"IE",7,7,7,7,8,5,1,2
"IE",2,5,5,NA,1,5,2,3
"IE",10,8,10,7,5,5,1,1
"IE",6,7,7,9,9,5,1,1
"IE",2,3,2,5,7,5,1,3
"IE",5,6,2,3,8,5,1,3
"IE",6,6,5,7,8,5,1,2
"IE",5,9,4,0,2,4,1,1
"IE",1,3,3,10,10,5,1,1
"IE",5,5,5,7,8,5,1,3
"IE",3,5,5,6,2,2,1,4
"IE",3,4,7,3,8,2,1,1
"IE",1,2,1,5,8,5,1,2
"IE",8,8,8,5,7,5,1,4
"IE",8,8,4,5,8,5,1,3
"IE",0,3,0,0,9,3,1,4
"IE",3,3,4,5,3,5,2,2
"IE",7,8,6,8,10,5,1,1
"IE",3,3,4,8,8,4,2,2
"IE",6,6,2,NA,5,4,1,4
"IE",4,8,8,3,8,5,2,4
"IE",5,8,8,4,9,5,1,4
"IE",4,4,0,3,0,3,1,1
"IE",6,9,10,8,8,5,1,1
"IE",3,5,2,2,1,5,1,4
"IE",7,7,7,6,10,5,1,2
"IE",7,8,7,7,8,5,2,4
"IE",2,8,6,7,7,5,1,2
"IE",7,7,6,7,7,1,1,2
"IE",1,3,1,3,5,5,1,3
"IE",1,1,1,7,5,2,1,3
"IE",7,3,4,7,9,1,1,2
"IE",5,7,7,NA,8,5,3,4
"IE",0,0,0,7,8,1,1,4
"IE",9,9,9,6,6,5,1,2
"IE",8,8,6,6,6,5,1,2
"IE",2,3,3,1,4,5,1,4
"IE",8,10,8,5,7,5,1,3
"IE",4,5,6,8,6,5,1,3
"IE",7,5,5,2,5,3,1,3
"IE",7,7,7,5,5,5,1,3
"IE",5,4,4,5,3,4,1,3
"IE",6,6,5,2,1,5,1,4
"IE",5,5,5,4,8,2,1,2
"IE",6,7,8,8,7,5,2,2
"IE",4,7,6,NA,6,5,3,4
"IE",6,7,6,2,0,5,1,2
"IE",8,8,9,8,9,1,1,2
"IE",4,7,5,0,8,5,1,4
"IE",3,4,4,5,8,5,1,3
"IE",6,8,6,2,7,4,1,4
"IE",1,8,4,7,8,4,1,3
"IE",5,5,5,5,8,5,2,3
"IE",4,5,8,8,9,5,1,1
"IE",8,8,9,5,6,5,1,2
"IE",6,8,7,2,8,4,2,4
"IE",6,9,6,NA,9,4,1,3
"IE",6,6,7,9,10,5,1,2
"IE",6,8,7,5,7,4,1,3
"IE",2,5,2,3,6,3,1,4
"IE",3,5,5,3,2,5,1,4
"IE",5,5,7,4,3,5,1,3
"IE",8,9,9,7,6,5,1,1
"IE",0,10,10,5,10,5,1,2
"IE",0,2,7,3,9,1,1,3
"IE",4,5,4,6,6,5,2,3
"IE",5,3,5,6,7,5,1,2
"IE",7,8,4,7,8,5,1,2
"IE",5,6,3,4,4,5,2,2
"IE",8,9,6,5,7,4,1,3
"IE",8,8,10,7,10,2,1,2
"IE",8,7,7,8,8,5,1,2
"IE",0,1,3,5,4,5,3,4
"IE",8,7,7,5,3,5,1,2
"IE",8,8,7,7,4,5,1,4
"IE",7,6,4,8,7,5,3,2
"IE",6,7,8,2,7,5,1,4
"IE",7,7,6,5,5,5,2,3
"IE",5,4,3,1,1,5,1,3
"IE",9,6,5,5,7,1,1,3
"IE",8,8,8,5,5,5,2,2
"IE",7,7,5,5,5,1,1,1
"IE",0,5,8,7,3,1,2,4
"IE",6,5,8,3,7,1,1,1
"IE",7,6,6,7,9,4,1,1
"IE",8,8,8,8,9,5,1,2
"IE",5,10,9,5,8,5,1,4
"IE",10,10,8,0,0,5,1,3
"IE",3,4,5,7,7,1,1,2
"IE",8,7,8,9,9,2,1,2
"IE",4,4,4,NA,6,5,2,3
"IE",8,9,7,6,8,4,1,2
"IE",2,7,7,0,8,5,1,3
"IE",7,9,8,5,5,5,1,3
"IE",3,7,0,3,7,1,2,4
"IE",9,9,7,6,9,5,3,1
"IE",2,8,4,0,0,5,1,1
"IE",6,6,7,5,6,5,3,1
"IE",5,7,7,4,6,4,1,4
"IE",5,5,7,0,3,4,2,4
"IE",10,10,6,3,6,5,1,3
"IE",8,7,4,0,3,5,2,4
"IE",7,6,7,8,9,1,1,3
"IE",7,8,8,7,8,5,1,1
"IE",6,7,5,7,9,5,1,4
"IE",0,0,0,0,2,4,1,2
"IE",3,0,0,3,3,4,1,3
"IE",8,8,6,7,3,5,1,3
"IE",3,3,3,6,4,5,3,2
"IE",7,5,7,8,6,5,2,4
"IE",5,6,3,0,5,4,1,3
"IE",3,3,3,3,4,5,1,2
"IE",10,7,9,7,10,5,2,4
"IE",5,5,5,5,6,4,2,3
"IE",7,4,6,8,10,4,1,2
"IE",7,7,6,7,8,4,1,2
"IE",9,9,10,4,2,4,1,1
"IE",6,6,6,3,5,5,1,3
"IE",5,6,6,4,9,5,1,3
"IE",5,7,4,7,6,5,1,1
"IE",8,8,3,4,7,5,1,2
"IE",4,4,4,5,4,5,1,2
"IE",7,8,5,7,7,5,1,1
"IE",4,6,6,4,8,5,1,2
"IE",10,2,7,2,3,2,1,2
"IE",8,8,3,10,9,1,1,2
"IE",7,8,7,8,8,4,1,2
"IE",0,4,4,2,8,3,1,2
"IE",3,4,10,0,5,1,1,4
"IE",3,3,3,NA,7,5,3,4
"IE",3,3,4,0,0,2,2,4
"IE",6,8,5,8,8,5,3,3
"IE",4,4,4,0,8,1,1,4
"IE",5,8,0,4,7,5,1,2
"IE",8,8,8,6,8,5,2,1
"IE",2,5,3,8,7,5,1,2
"IE",1,3,9,8,8,5,1,4
"IE",1,10,1,8,7,1,1,2
"IE",4,8,10,1,1,4,1,4
"IE",0,6,5,5,5,3,1,3
"IE",7,7,8,NA,9,5,1,2
"IE",7,7,7,7,7,4,1,3
"IE",10,6,7,7,10,4,1,1
"IE",7,9,8,9,3,5,1,1
"IE",7,7,7,6,5,5,1,1
"IE",7,8,7,5,7,4,2,2
"IE",7,7,3,4,4,5,1,2
"IE",7,7,6,7,7,4,1,3
"IE",3,5,3,NA,10,1,2,4
"IE",8,7,10,9,8,5,2,4
"IE",8,9,9,8,9,5,1,3
"IE",0,0,6,0,0,5,1,4
"IE",8,8,6,7,5,5,2,2
"IE",8,8,7,9,9,4,2,3
"IE",10,9,10,7,10,1,1,2
"IE",5,7,8,8,9,5,2,NA
"IE",2,9,8,2,7,4,1,4
"IE",3,5,4,3,1,5,2,4
"IE",3,7,6,5,6,5,3,4
"IE",7,8,8,0,0,5,1,3
"IE",4,5,3,3,9,5,1,2
"IE",7,7,8,6,7,4,1,2
"IE",5,5,5,5,7,5,1,2
"IE",5,9,8,8,8,5,1,2
"IE",6,6,6,4,2,5,1,2
"IE",1,3,2,6,9,5,2,2
"IE",3,4,4,5,5,5,3,4
"IE",0,5,4,5,6,5,1,4
"IE",8,8,5,7,7,5,1,2
"IE",8,8,9,8,9,4,1,2
"IE",0,0,0,1,5,5,1,3
"IE",8,8,5,7,9,5,3,4
"IE",7,8,7,6,7,2,1,4
"IE",6,7,6,8,10,1,1,2
"IE",0,5,7,2,4,4,1,3
"IE",7,7,5,7,8,5,1,2
"IE",8,7,6,8,10,1,1,4
"IE",0,3,3,6,9,5,1,3
"IE",6,6,4,7,8,5,1,1
"IE",8,8,8,8,8,5,1,3
"IE",4,4,3,7,8,5,1,2
"IE",4,6,6,0,5,5,1,2
"IE",5,4,4,8,5,5,1,2
"IE",8,5,5,NA,4,5,2,4
"IE",7,9,6,3,8,1,2,4
"IE",8,5,8,8,8,1,1,2
"IE",9,9,9,5,5,4,1,3
"IE",10,7,9,8,8,4,1,2
"IE",5,7,7,3,7,5,1,3
"IE",5,5,5,3,5,4,2,3
"IE",7,8,7,7,8,5,1,1
"IE",2,6,2,4,4,5,2,4
"IE",3,4,5,4,1,5,2,4
"IE",6,5,6,0,6,5,1,2
"IE",7,6,5,3,7,5,1,2
"IE",0,0,0,0,0,4,2,4
"IE",8,8,6,8,9,5,1,2
"IE",7,5,3,0,0,5,1,4
"IE",8,8,8,5,7,5,1,3
"IE",7,7,8,3,9,5,1,2
"IE",7,6,4,6,8,4,1,3
"IE",3,8,7,0,7,5,2,4
"IE",3,9,9,5,8,5,2,1
"IE",8,0,6,8,8,4,1,2
"IE",8,3,7,8,8,4,1,2
"IE",0,0,5,8,8,4,2,4
"IE",4,6,3,6,8,4,1,3
"IE",1,5,8,1,4,5,1,3
"IE",5,4,7,3,4,1,NA,4
"IE",2,4,3,NA,9,5,2,4
"IE",9,8,9,6,8,5,1,2
"IE",10,10,10,5,10,5,3,1
"IE",10,9,9,8,9,5,1,3
"IE",4,4,6,7,10,5,1,3
"IE",6,6,5,8,8,5,2,4
"IE",7,8,5,7,8,5,1,1
"IE",7,5,5,6,7,1,1,2
"IE",7,8,8,0,7,5,1,2
"IE",5,7,5,4,6,5,1,2
"IE",5,0,9,6,6,5,1,2
"IE",6,6,3,0,2,5,1,2
"IE",6,8,7,5,7,5,1,2
"IE",6,6,7,5,6,5,1,2
"IE",8,6,7,8,8,4,1,3
"IE",6,5,4,3,5,4,1,2
"IE",7,7,5,5,8,5,1,2
"IE",8,6,7,0,5,5,1,1
"IE",5,0,0,0,8,5,2,4
"IE",8,2,6,9,8,1,1,2
"IE",8,8,9,4,8,5,1,2
"IE",4,6,6,3,8,4,1,3
"IE",5,5,5,8,8,2,1,1
"IE",0,9,5,5,8,5,1,3
"IE",6,3,7,4,2,1,2,4
"IE",6,4,6,4,2,1,1,4
"IE",7,7,5,4,9,5,2,4
"IE",6,6,7,6,9,5,3,3
"IE",7,7,5,6,8,5,1,2
"IE",7,7,7,5,8,4,1,2
"IE",4,7,6,8,8,5,1,1
"IE",4,6,4,6,10,2,1,2
"IE",4,6,5,7,7,3,1,3
"IE",5,5,5,3,8,5,1,3
"IE",6,6,7,5,7,5,3,3
"IE",5,5,5,5,6,4,1,3
"IE",5,5,8,5,7,5,3,2
"IE",8,8,7,10,8,5,1,1
"IE",7,6,8,7,7,NA,1,2
"IE",8,7,8,5,7,5,1,4
"IE",8,7,9,7,9,5,1,3
"IE",7,8,6,5,7,5,1,2
"IE",1,4,3,5,6,5,2,3
"IE",6,6,0,5,10,5,2,4
"IE",3,3,3,6,6,1,NA,3
"IE",5,8,7,0,7,5,1,2
"IE",7,7,5,6,8,3,1,2
"IE",7,5,5,7,5,5,1,2
"IE",5,5,6,9,8,3,1,1
"IE",6,7,7,3,9,5,1,2
"IE",6,6,5,4,10,5,1,3
"IE",8,9,9,7,9,5,3,3
"IE",5,6,5,8,6,3,1,4
"IE",5,5,6,5,6,5,2,3
"IE",0,9,9,3,8,5,1,2
"IE",3,3,4,3,8,5,1,4
"IE",8,8,9,7,10,5,1,2
"IE",4,5,5,5,5,5,1,2
"IE",7,7,9,7,6,2,1,2
"IE",0,10,10,5,10,1,1,3
"IE",8,9,9,7,9,5,1,2
"IE",7,7,7,6,7,4,1,3
"IE",10,9,9,7,7,1,1,3
"IE",1,5,1,5,8,1,1,2
"IE",8,8,8,10,10,5,1,1
"IE",2,5,5,2,8,5,1,4
"IE",6,6,7,3,6,5,1,2
"IE",5,6,7,6,8,5,1,3
"IE",8,9,9,0,3,5,1,1
"IE",8,8,8,7,9,5,1,1
"IE",7,7,7,5,7,2,1,2
"IE",6,10,10,8,9,1,1,1
"IE",8,5,7,8,5,1,1,3
"IE",5,8,7,5,7,5,1,2
"IE",5,7,7,4,5,5,1,2
"IE",8,8,8,7,7,4,1,1
"IE",7,8,6,1,8,5,1,2
"IE",4,7,4,7,7,5,3,2
"IE",6,5,5,9,10,5,3,1
"IE",6,8,8,6,5,1,2,2
"IE",6,6,6,8,7,5,1,2
"IE",4,7,4,4,5,5,2,3
"IE",4,5,5,2,2,5,1,4
"IE",6,8,3,3,3,5,1,3
"IE",10,10,10,5,4,5,3,2
"IE",1,3,7,6,9,5,1,1
"IE",8,7,8,5,5,1,1,2
"IE",2,9,8,7,8,5,1,3
"IE",8,8,8,5,7,4,1,3
"IE",4,6,8,NA,9,1,1,4
"IE",7,7,6,2,1,5,1,4
"IE",6,9,6,8,8,5,3,1
"IE",5,5,5,NA,NA,5,2,4
"IE",7,7,5,0,2,5,1,2
"IE",4,5,5,5,5,5,1,1
"IE",7,7,7,9,8,5,1,1
"IE",6,8,8,5,5,5,3,4
"IE",5,5,5,7,7,2,1,3
"IE",7,8,8,0,8,5,1,3
"IE",2,2,2,6,8,5,3,4
"IE",6,8,7,4,7,5,1,4
"IE",7,5,8,2,8,1,1,3
"IE",8,7,10,5,7,1,1,3
"IE",5,6,6,6,3,1,1,1
"IE",7,7,5,6,6,5,1,3
"IE",6,5,7,8,1,5,1,1
"IE",0,0,0,5,8,5,2,4
"IE",7,7,8,8,9,5,1,4
"IE",3,6,4,5,6,5,1,2
"IE",5,5,7,4,2,5,2,4
"IE",1,9,2,NA,1,5,2,3
"IE",8,7,8,5,8,5,1,4
"IE",8,9,9,8,8,5,1,2
"IE",6,7,7,4,8,5,3,3
"IE",2,5,6,3,5,5,1,2
"IE",8,8,9,7,9,5,1,2
"IE",8,8,4,4,NA,2,1,2
"IE",10,10,10,1,8,5,1,1
"IE",10,0,8,0,0,5,1,4
"IE",7,5,7,8,1,4,1,2
"IE",5,4,7,7,4,5,1,2
"IE",5,9,8,5,1,5,3,2
"IE",7,8,8,7,9,1,1,1
"IE",9,9,9,5,7,5,1,4
"IE",7,8,5,2,7,3,1,2
"IE",8,8,5,7,9,5,1,2
"IE",5,6,7,6,7,5,1,4
"IE",2,8,9,5,6,5,1,2
"IE",5,5,7,3,5,3,1,3
"IE",8,9,8,6,7,5,1,2
"IE",9,7,5,NA,5,5,2,3
"IE",5,7,6,7,8,5,1,2
"IE",5,6,6,5,4,5,2,4
"IE",4,5,8,2,5,5,1,2
"IE",3,8,2,5,7,2,1,3
"IE",7,6,6,4,7,5,1,2
"IE",7,8,6,10,10,5,1,1
"IE",7,5,3,NA,5,5,3,2
"IE",0,5,0,4,9,4,1,4
"IE",8,8,9,3,6,5,1,2
"IE",7,8,6,7,9,5,1,2
"IE",8,7,8,4,7,5,1,1
"IE",5,5,4,3,10,5,1,4
"IE",7,8,7,7,8,5,1,2
"IE",9,8,9,8,9,5,1,2
"IE",0,6,8,3,9,5,1,3
"IE",8,8,10,5,6,5,1,3
"IE",7,7,8,5,5,5,1,1
"IE",7,7,7,2,4,5,1,3
"IE",3,8,7,5,7,4,1,4
"IE",6,7,6,7,2,2,1,2
"IE",5,7,8,5,7,5,1,1
"IE",6,7,8,2,7,5,1,1
"IE",7,7,8,8,10,1,1,2
"IE",8,8,8,4,8,5,1,4
"IE",1,2,2,4,7,5,1,4
"IE",6,5,6,5,7,4,1,2
"IE",7,8,8,9,9,5,1,1
"IE",4,5,5,1,5,5,1,2
"IE",7,3,4,9,7,3,1,2
